,dayVec1,dayVec2,dayVec4,dayVec8,dayVec16,dayVec32,dayVec64,dayVec128,dayVec256,movAvg8,movAvg16,movAvg32,movAvg64,movAvg128,movAvg256,movMin8,movMin16,movMin32,movMin64,movMin128,movMin256,movMax8,movMax16,movMax32,movMax64,movMax128,movMax256,movMed8,movMed16,movMed32,movMed64,movMed128,movMed256,movSTD8,movSTD16,movSTD32,movSTD64,movSTD128,movSTD256,movAvgTrends8,movAvgTrends16,movAvgTrends32,movAvgTrends64,movAvgTrends128,movAvgTrends256,dayVec1Forward,dayVec2Forward,dayVec4Forward,dayVec8Forward,dayVec16Forward,dayVec32Forward,dayVec64Forward
2004-01-16,-0.008187967248130978,-0.0014336917562723928,0.052313503305004616,0.05072600414859507,,,,,,0.03836567355400766,,,,,,0.109076433121019,,,,,,-0.008187967248130978,,,,,,0.03319117374374181,,,,,,23.46203952119838,,,,,,74.14516129032259,74.79032258064517,,,,,-0.015721603956898034,-0.008540925266903976,-0.024338994922080248,0.13206013815522155,0.22219785040579065,0.2552376661410227,0.23274336283185826
2004-01-20,0.015972720746590063,0.007653969384122439,0.03095975232198156,0.0907514450867053,,,,,,0.04350230414746514,,,,,,0.12679140127388533,,,,,,0.0,,,,,,0.02341137123745818,,,,,,22.94066461453037,,,,,,73.5,74.14516129032259,,,,,0.007295373665480387,-0.009968520461699937,-0.007364544976328324,0.12321428571428572,0.20089096308867194,0.28396461782717153,0.23818897637795278
2004-01-21,-0.0072425366543013014,0.008614501076812608,0.007168458781362075,0.11863057324840764,,,,,,0.021911082825711192,,,,,,0.08935840279123863,,,,,,-0.0072425366543013014,,,,,,0.007890961262553953,,,,,,30.401758717493585,,,,,,73.33870967741936,73.98387096774195,,,,,-0.017138859741168133,-0.01593416214323229,0.008252601363473389,0.16428423451419105,0.19422014449638758,0.2919540229885058,0.1502251330331561
2004-01-22,0.017437722419928692,0.010068892421833509,0.017799928800284803,0.10835433223492918,,,,,,0.026686118280776494,,,,,,0.07988668555240785,,,,,,0.0,,,,,,0.021253795320593127,,,,,,43.23664174736011,,,,,,73.17741935483872,73.8225806451613,,,,,0.0012257047802486376,0.002630194634402949,0.10046189376443415,0.2723631508678239,0.23285899094437257,0.3387965347693749,0.2352559948152948
2004-01-23,-0.0012242042672263587,0.016192170818505325,0.024946159368269827,0.07856468366383385,,,,,,0.01594360810299955,,,,,,0.04006556182844667,,,,,,-0.0012242042672263587,,,,,,0.01637302011034003,,,,,,74.45528620743073,,,,,,73.01612903225808,73.66129032258065,,,,,0.0014027704716814693,0.024578399712952947,0.1603006907761073,0.25820665344789595,0.2543377992532396,0.3744885679903731,0.20867724867724857
2004-01-26,-0.0014008054631412525,-0.002623294858342007,0.007419183889772141,0.03860863230741218,,,,,,0.009760308080472457,0.04687822675018927,,,,,0.023510409188801207,0.1351512738853502,,,,,-0.002623294858342007,-0.002623294858342007,,,,,0.011080577962946592,0.031004248395552825,,,,,96.10060249044824,23.67785052657648,,,,,72.53225806451614,73.17741935483872,,,,,0.023143164693218532,0.09757505773672048,0.13154761904761902,0.23870547350130322,0.2710051259193227,0.38154069767441867,0.1881250000000001
2004-01-27,-0.022619673855865274,-0.023988793556294796,-0.008185053380782903,-0.0010752688172042113,0.07398843930635834,,,,,-0.012949067003121373,0.018710163799602553,,,,,0.000358937544867155,0.10947452229299359,,,,,-0.025183630640083887,-0.025183630640083887,,,,,-0.01178973495257507,0.00017943656917274176,,,,,92.28415369716296,24.070530981689306,,,,,72.3709677419355,73.01612903225806,,,,,0.07274826789838329,0.13246647704185288,0.1547545059042883,0.20258899676375397,0.24837625979843225,0.31338360037700297,0.1867149244198425
2004-01-28,-0.0678148546824543,-0.08890057864281953,-0.09129066107030426,-0.07511569953720187,-0.024591702646893254,,,,,-0.07120992067925391,-0.0489504089687125,,,,,0.0,0.03423566878980888,,,,,-0.09129066107030426,-0.09129066107030426,,,,,-0.07880507047247587,-0.06764758657814463,,,,,29.333336945770977,21.563484137752027,,,,,72.20967741935485,72.85483870967742,,,,,0.05566842746850886,0.030952380952381064,0.1562082777036049,0.13301351940689066,0.1503210095195926,0.26484907497565735,0.12491881359601642
2004-01-29,-0.05273287143956895,-0.1169716541083603,-0.13815443880231137,-0.11665470208183781,-0.07184612483499908,,,,,-0.10722140346899456,-0.09515821403129832,,,,,0.0,0.0,,,,,-0.13920951381601965,-0.13920951381601965,,,,,-0.12738232426203355,-0.11681320653149119,,,,,15.75367235060342,17.569841345601912,,,,,72.0483870967742,72.69354838709678,,,,,-0.02341269841269844,0.01968096125958141,0.08437981934346772,0.07962272428164052,0.11939959062997496,0.1682886304296225,0.12889908256880722
2004-01-30,0.023973994311255575,-0.03002309468822173,-0.11625460284061029,-0.109697933227345,-0.028901734104046284,,,,,-0.07276239536381202,-0.0718659361907833,,,,,0.023973994311255575,0.023973994311255575,,,,,-0.11857292759706195,-0.11857292759706195,,,,,-0.09951759871359656,-0.09563969136910111,,,,,14.316511128473683,17.204074413575174,,,,,71.88709677419357,72.53225806451613,,,,,0.044126786824114195,0.12149532710280386,0.09470026064291925,0.06915570640644875,0.1909262759924386,0.17757009345794406,0.13487953163701882
2004-02-02,-0.04226190476190472,-0.019301097114993837,-0.13401506996770718,-0.14110320284697508,-0.03921178343949039,,,,,-0.09545337424749945,-0.1090705642137807,,,,,0.0,0.0,,,,,-0.15582371458551936,-0.15582371458551936,,,,,-0.10362116991643455,-0.13385968060290687,,,,,11.672740988101197,15.1125318988002,,,,,71.40614571746386,72.04984705228031,73.33943965517243,,,,0.07409879839786404,0.06345009914078004,0.04142394822006468,0.025711857203569943,0.12412668840242214,0.12229714019995352,0.09829351535836173
2004-02-03,-0.06898694841516484,-0.10833333333333339,-0.13510392609699773,-0.2140608604407136,-0.12890094979647226,,,,,-0.13299732317264334,-0.16412080630536396,,,,,0.0,0.0,,,,,-0.21309753108037122,-0.2140608604407136,,,,,-0.1219226260257914,-0.19361205813744853,,,,,9.076783657633486,10.99587806794371,,,,,71.25069521690769,71.8914766407119,73.1796092880979,,,,-0.00991407799074695,-0.023892267593397132,-0.02006105538595726,-0.031047865459249757,0.02955326460481089,0.050000000000000044,0.015363759602349703
2004-02-04,0.010013351134846582,-0.0596643878185209,-0.07781389678992279,-0.20521800035020132,-0.14277620396600565,,,,,-0.09884601067129917,-0.14826542818943078,,,,,0.010013351134846582,0.010013351134846582,,,,,-0.20410310362966855,-0.20619097586568724,,,,,-0.0887372013651877,-0.1855374125246726,,,,,9.307573021360584,9.573835999872555,,,,,71.09816462736376,71.73456618464961,73.02050889877643,,,,-0.014118158123370916,-0.02071197411003234,-0.004386926957666182,-0.0030748956731825317,0.055335968379446765,0.11113831089351289,0.0521557719054242
2004-02-05,0.0143203348755232,0.02447708055184683,-0.08650793650793653,-0.19270559354725592,-0.1615370606446913,,,,,-0.060312276762935046,-0.1269865724884155,,,,,0.02447708055184683,0.02447708055184683,,,,,-0.17402224614280593,-0.19482336481287166,,,,,-0.055492871063698934,-0.17387403552844072,,,,,11.496982487683036,8.94547083756658,,,,,70.94855394883206,71.57911568409344,72.86213848720801,,,,-0.006688241639697945,0.003924989097252585,-0.02333474756045828,0.0260753287274349,0.07144519432161966,0.14441958737260752,0.09880668257756575
2004-02-06,0.006733275412684758,0.021150033046926753,-0.039776258545680565,-0.16846071044133482,-0.16935483870967738,,,,,-0.030765611522074465,-0.1111537262986314,,,,,0.031375166889185735,0.031375166889185735,,,,,-0.10796766743648956,-0.18940188877229802,,,,,-0.02029169308814205,-0.1391158989598812,,,,,17.182545933727724,8.632915446237622,,,,,70.80186318131258,71.42512513904339,72.70449805339265,,,,0.010684692542520802,0.016670322439131358,-0.015087122821929477,0.03807390817469214,0.10330873601523449,0.1695685087055261,0.12336403296170628
2004-02-09,-0.010571736785329078,-0.003909643788010397,0.02047174009790842,-0.11739799846035415,-0.18369526521893909,,,,,-0.025473477302308534,-0.10953617630640056,,,,,0.02047174009790842,0.02047174009790842,,,,,-0.09007936507936509,-0.1979713186428821,,,,,-0.00725186708518244,-0.10394685423993744,,,,,22.11521486358422,8.311273340135934,,,,,70.3793103448276,70.97191323692992,72.23595661846495,,,,0.0059223513928492455,-0.027153160797624087,-0.011211729193618014,0.015275625415098526,0.06231179059532077,0.0921648011431293,0.07400468384074932
2004-02-10,-0.005887483645878655,-0.01639697950377561,0.004406256884776472,-0.07375050792360816,-0.18180186647523322,,,,,-0.021778779100954826,-0.10376095049699607,,,,,0.01446372941700047,0.01446372941700047,,,,,-0.09543650793650782,-0.2026932493878978,,,,,-0.007834602829162152,-0.0847219433848625,,,,,23.939232153363143,8.122900389661952,,,,,70.24137931034485,70.82376251390433,72.08123609566185,,,,-0.032880780653372854,-0.031236719082022968,0.0013178124313639739,0.036843302251535315,0.027033115566569066,0.09328537170263784,0.05973965597396558
2004-02-11,0.03399868392191263,0.027911033580462208,0.02389226759339702,-0.06468253968253967,-0.1672849319908143,,,,,0.020401536879701254,-0.06238034857412811,,,,,0.04895416110369388,0.04895416110369388,,,,,-0.02340998549823914,-0.17558586918502972,,,,,0.02589771490750814,-0.0329264539952816,,,,,43.23958405447704,8.759995091738313,,,,,70.10344827586209,70.67707174638485,71.9272455506118,,,,0.0016999575010623325,0.01638637343682614,0.05059059505237351,0.11389413988657848,0.06917668405534139,0.10243217960710949,0.0809447374455401
2004-02-12,-0.0016970725498515193,0.032243913138846114,0.015318230852211512,-0.02506732960430913,-0.1626334519572954,,,,,0.022015907918668587,-0.053213962378030555,,,,,0.047174009790832416,0.047174009790832416,,,,,-0.0016970725498515193,-0.17698495977614548,,,,,0.024156692056583218,-0.013520595325437479,,,,,59.656163028630445,9.189518089005292,,,,,69.96551724137933,70.53184093437152,71.7739849833148,,,,0.014661492022423506,0.033604216999780334,0.053975363941769494,0.09594783418723818,0.08183908045977017,0.07442922374429228,0.09314750290360063
2004-02-13,-0.014449638759031047,-0.01612218922358921,0.011338857392062973,0.03204272363150884,-0.1888772298006295,,,,,0.0033260322868498005,-0.05404854170915785,,,,,0.021810971579643068,0.03204272363150884,,,,,-0.01612218922358921,-0.18788303274382767,,,,,0.004004762420175334,-0.015286624203821653,,,,,71.78949102121511,9.975776391567452,,,,,69.82758620689657,70.38807007786428,71.62145439377088,,,,0.018669009444322482,0.03365277468241601,0.026787690945317744,0.06254295532646048,0.08592835401545318,0.07162661737523113,0.10218631178707227
2004-02-17,-0.018326865028029382,-0.03251168720781983,-0.0013160780872999434,0.003084379819343397,-0.20276659078970405,,,,,-0.01543451817813224,-0.05747185923146614,,,,,0.0,0.01312861593235426,,,,,-0.034153585065761494,-0.2016482553042258,,,,,-0.014395497348197783,-0.025470890410958846,,,,,73.35035568418179,11.273269367898253,,,,,69.27586206896554,69.82758620689654,71.01863181312572,,,,0.014709159794963345,0.019708846584546524,0.03547873550147829,0.05859102534294358,0.09578820697954282,0.017657577112203837,0.08430578709216485
2004-02-18,-0.01449593674500338,-0.03255713669685223,-0.04815443360203653,-0.025412684622067805,-0.21322111169559888,,,,,-0.02662834210098175,-0.0562872992086656,-0.12039011002474942,,,,0.0,0.0,0.0,,,,-0.04815443360203653,-0.19501255830642272,-0.21528506470793984,,,,-0.026786682572389253,-0.03224414968187217,-0.13286307855831492,,,,56.25238560288919,14.074985269240603,9.222987624224059,,,,69.13793103448279,69.68965517241378,70.86975111234707,,,,0.00492721164613652,-0.006641576267434224,0.06025519848771266,0.04421689550849428,0.08696705426356588,-0.026469950097635198,0.0762772847205564
2004-02-19,-0.0049030532649877445,-0.01932791566000447,-0.05121121971950704,-0.036677454153182354,-0.19895945461069253,-0.13969171483622356,,,,-0.026915113871635588,-0.04702194357366796,-0.12079797675234294,,,,0.0,0.0,0.0,,,,-0.052821383114128206,-0.14068514241724406,-0.2191325638335082,,,,-0.023510114816839844,-0.03344517804957248,-0.12442396313364068,,,,47.34934471438471,20.213353402180964,8.863624656803868,,,,69.00000000000003,69.55172413793102,70.72160038932148,,,,-0.011512065530219218,0.015465089833977652,0.03982300884955747,0.0628421804332302,0.052073515551366745,-0.049190800681431,0.08955588091752076
2004-02-20,0.011646136618141067,0.006685981724983359,-0.026088831392841794,-0.015045791539467945,-0.13067744418783678,-0.1520555659846068,,,,-0.013728540626108732,-0.02711143418679174,-0.10610323993048898,,,,0.011646136618141067,0.011646136618141067,0.011646136618141067,,,,-0.04179041154009333,-0.10376984126984123,-0.2100384749912556,,,,-0.008560140474100142,-0.01697497279651794,-0.10234499205087433,,,,46.16301713457518,26.54938432521483,8.800397156339377,,,,68.86206896551727,69.41379310344827,70.57417964404895,,,,0.02729133500113723,0.06734404536862004,0.034822451317296776,0.0463284688441048,0.09956183057448897,-0.027347114556416807,0.09715812484819053
2004-02-23,-0.026566305069736562,-0.015229563269876789,-0.03426312321546243,-0.03553410835709592,-0.10666395774075577,-0.17084669055251744,,,,-0.03566631027770917,-0.04621683545505095,-0.12494791504710967,,,,0.0,0.0,0.0,,,,-0.06724649978786601,-0.12757936507936507,-0.23102483385799233,,,,-0.030429988974641775,-0.03838162930563149,-0.1158254574703399,,,,36.95681324608018,27.05094154541764,8.301246186466209,,,,68.448275862069,68.99999999999999,70.13629727474972,,,,0.038988657844990504,0.023986958546809545,0.02232039060683566,-0.009461590448299195,0.04367434132447179,-0.04100327153762273,0.05620946432860907
2004-02-24,-0.037525585626563496,-0.0630949745406243,-0.05683084466235788,-0.10224862112855326,-0.1603174603174603,-0.18458574181117526,,,,-0.059424920127795544,-0.07184077419708601,-0.15273685066661657,,,,0.0,0.0,0.0,,,,-0.10072248193795164,-0.12326496788895802,-0.2598810772997552,,,,-0.059973345179919924,-0.0711150131694469,-0.1318083906041646,,,,28.065311715348344,29.656905494430298,7.603682758341236,,,,68.31034482758623,68.86206896551722,69.99179644048944,,,,-0.014438751746623124,-0.030469644902634596,-0.015126832673958535,-0.040145157632116235,-0.01121495327102795,-0.12016632016632023,-0.029802842732691404
2004-02-25,0.014650283553875099,-0.02342506254264276,-0.03829787234042559,-0.08754781130471745,-0.1104205510669154,-0.14530254777070073,,,,-0.034595171851727,-0.05131179232256322,-0.13637992043090497,,,,0.014650283553875099,0.014650283553875099,0.014650283553875099,,,,-0.07416990081931873,-0.0890963088672041,-0.2490381252186079,,,,-0.04066130473637175,-0.05543334799824029,-0.09988470810187611,,,,30.920971718271947,31.179648400787173,7.466428232396133,,,,68.17241379310349,68.72413793103446,69.8480255839822,,,,-0.016265750286368896,-0.0016275284817484081,0.022137586288978772,-0.012873563218390838,-0.0016275284817484081,-0.10467055879899922,-0.039158648467218615
2004-02-26,0.01653469958081044,0.03142722117202257,-0.03365065308833304,-0.0588615782664943,-0.028704939919893202,-0.1539057956968406,,,,-0.011045029736618472,-0.03390463543179689,-0.11769722006405037,,,,0.03142722117202257,0.03142722117202257,0.03142722117202257,,,,-0.04129145618273666,-0.07403478998727198,-0.23662119622245548,,,,-0.014895057549086044,-0.039815222173339215,-0.0732484076433122,,,,37.914427032512954,30.33841930064867,7.441852285873461,,,,68.03448275862073,68.5862068965517,69.70498470522804,,,,0.014880260404557033,0.015824994181987462,0.011118832522585054,0.02200889721376731,0.01985981308411211,-0.0629025332760842,-0.08336833263334731
2004-02-27,-0.014662084765177608,0.0016301816488122345,-0.021833068000909783,-0.05534812211728535,-0.05243445692883897,-0.18772426817752608,,,,-0.018540703976267725,-0.04492526334781388,-0.1251406378123432,,,,0.016304347826086918,0.016304347826086918,0.016304347826086918,,,,-0.04781934912552588,-0.08761137038608402,-0.24781392095138166,,,,-0.018260671079662227,-0.051598676957001155,-0.07940924657534254,,,,40.98560258740267,27.814316108352664,7.187775643012232,,,,67.89655172413796,68.44827586206895,69.56267380422693,,,,0.0009308820107050142,0.023803856224708486,-0.031088082901554515,0.03513838748495801,0.05287637698898395,-0.08078649284035055,-0.11319587628865979
2004-03-01,-0.0009300162752847729,-0.01557846506300109,0.015359168241966037,-0.04234455092489409,-0.06668114682884452,-0.21744673101438716,,,,-0.014110359068486789,-0.04173054943829679,-0.11926981585268215,,,,0.015359168241966037,0.015359168241966037,0.015359168241966037,,,,-0.04870489262785038,-0.08845990666100978,-0.24851346624693949,,,,-0.00830833141010845,-0.0455353176366059,-0.07322333656853242,,,,43.50997983286559,26.70848490781772,7.1760961780078745,,,,67.48275862068971,68.03448275862067,69.14012096774195,,,,0.022851701975720173,-0.004632846884410569,-0.02540258562032216,0.04093992248062017,0.06810837683320914,-0.0855501170461801,-0.14453513836352772
2004-03-02,-0.02234116825692345,-0.023250406882120433,-0.021658127619934797,-0.05912653975363946,-0.09363538295577134,-0.24713261648745521,,,,-0.0287827996763379,-0.05743773838905142,-0.13127318315174552,,,,0.0,0.0,0.0,,,,-0.0699579366836397,-0.1088247772592279,-0.2653025533403288,,,,-0.022795999069550987,-0.0614387846291331,-0.09059422015369634,,,,41.01240077722231,24.523464781364655,7.036440905592322,,,,67.3620689655173,67.90517241379308,69.00504032258065,,,,-0.026870511929580787,-0.0536156792070287,-0.03425287356321849,-0.010131950989632377,0.0600555134998737,-0.07670329670329679,-0.16564051638530297
2004-03-03,0.027612473220661737,0.004654410053525737,-0.010996563573883122,-0.04427717511622753,-0.05865678150894016,-0.23157707369170522,,,,0.003836763167073709,-0.027743760820911678,-0.09971651080191601,,,,0.027612473220661737,0.027612473220661737,0.027612473220661737,,,,-0.018194223334091375,-0.08421722528638098,-0.24501573976915003,,,,0.004187020237264694,-0.025727826675693954,-0.060500544069640894,,,,66.78491807437102,25.278835645075834,7.458178271986057,,,,67.25862068965523,67.78448275862067,68.87500000000001,,,,-0.0274836674926785,-0.02086640961669317,0.010770311402481969,0.050876338851022496,0.028101929030721617,-0.08363404797282947,-0.12611336032388654
2004-03-04,0.02826036599490389,0.056653177814806055,0.03208556149732633,0.009551967250398086,-0.02632156174599698,-0.20333811916726485,,,,0.03094698949079744,0.0014240796356608243,-0.06738799306686283,,,,0.056653177814806055,0.056653177814806055,0.056653177814806055,,,,0.0,-0.05833686890114553,-0.2236796082546345,,,,0.03256571295650157,0.0047532820280669075,-0.029196282121377815,,,,59.21509120293982,26.53701464266142,7.989585754716929,,,,67.1724137931035,67.67241379310343,68.75000000000001,71.12500000000001,,,0.006804264005443317,0.020459770114942488,0.06835138387484974,0.053643484452883916,0.06450839328537161,-0.017920353982300963,-0.1287536800785084
2004-03-05,-0.0067582788916421555,0.02131109566828826,0.026064696299744172,0.04182419659735359,-0.06470089096308862,-0.22116233880939762,,,,0.01874476504058009,-0.001047891472429452,-0.06601350456772148,,,,0.0495120209473936,0.0495120209473936,0.0495120209473936,,,,-0.0067582788916421555,-0.06311092222694425,-0.22892619797131863,,,,0.023207240659085526,0.0013627072450601574,-0.03226514486391574,,,,57.807673158937014,29.8995967523524,8.399616112189243,,,,67.10344827586212,67.56896551724137,68.6293103448276,70.98437500000001,,,0.013563218390804765,0.032310934207445685,0.06807170542635665,0.030140186915887934,0.031103835360149823,-0.03565179352580916,-0.14818392581143736
2004-03-08,-0.013381719210705412,-0.020049560711872028,0.035467745774815596,0.01304145319049832,-0.07564810879728012,-0.22597864768683273,,,,0.0034891432855619353,-0.009421878113347715,-0.07069897856999807,,,,0.035467745774815596,0.035467745774815596,0.035467745774815596,,,,-0.020049560711872028,-0.0620957309184994,-0.23924449108079748,,,,0.0038075458636206427,-0.0070760100433691075,-0.0431148262208535,,,,57.81073516274631,35.24649718023647,8.807369572688556,,,,67.00000000000006,67.31034482758619,68.29310344827589,70.57762096774194,,,0.018496839147740474,0.04693140794223827,0.02497643732327992,0.011392699372239079,-0.006849315068493067,-0.10970118706508392,-0.1624951867539468
2004-03-09,-0.018160919540229914,-0.0312996144250397,-0.01065554783414413,-0.021534936998854448,-0.07912893488572659,-0.2530605106680658,,,,-0.012057250252999752,-0.02230488590027946,-0.07867577169128304,,,,0.01666269935729603,0.01666269935729603,0.01666269935729603,,,,-0.03784636179319667,-0.061937184274104995,-0.2521449833654351,,,,-0.008818751450452633,-0.0198508318990247,-0.056757950530035295,,,,55.24407587882916,40.188081568508466,9.503404195621142,,,,67.00000000000006,67.24137931034481,68.18965517241382,70.44707661290323,,,0.027918170878459714,0.03464147286821695,0.03967867575462525,-0.0021028037383176157,-0.013170055452865093,-0.07733851803845315,-0.14988057324840764
2004-03-10,-0.027159915710606497,-0.04482758620689664,-0.06397837350754687,-0.03394559404789588,-0.08741489128047453,-0.2724566625809841,,,,-0.03481518046400889,-0.04341194583938934,-0.09419771505651053,,,,0.0,0.0,0.0,,,,-0.06397837350754687,-0.08014168696037205,-0.27143608627038407,,,,-0.03529138611562577,-0.041190723433714216,-0.07779380756852738,,,,41.96116761246591,38.873117664063344,10.390439783493818,,,,67.00000000000006,67.1810344827586,68.09051724137935,70.31905241935485,,,0.00654069767441845,-0.02097078228086713,-0.013766911939235849,0.017135862913096656,-0.07130084935181058,-0.12063492063492065,-0.16800160192230684
2004-03-11,-0.006498194945848246,-0.033481620229454445,-0.06373327285098662,-0.039329764952292234,-0.08000891464229987,-0.27617043661230933,,,,-0.03635833090166307,-0.044693222251150355,-0.09032311379224867,,,,0.0,0.0,0.0,,,,-0.07006082451002482,-0.08611910560106262,-0.25941872981700753,,,,-0.0386585933861201,-0.04200510559294501,-0.08072597706268791,,,,34.78862993421328,36.60819669404289,12.241028685896865,,,,67.00000000000006,67.12931034482757,67.99568965517244,70.19354838709678,,,-0.027332704995287394,0.004868549172346803,-0.035514018691588656,0.026099925428784587,-0.1043610327619875,-0.14,-0.16182741116751265
2004-03-12,0.028100775193798277,0.021419975932611246,-0.024367816091954042,0.01023565817662453,-0.04949608062709965,-0.23860782203085762,,,,-0.01052079386821314,-0.014698840634386978,-0.05611542792010138,,,,0.028100775193798277,0.028100775193798277,0.028100775193798277,,,,-0.04392881279567473,-0.06043834403365078,-0.18321785989222483,,,,-0.011644154634373516,-0.01279367294719691,-0.05183199285075957,,,,36.931133516240024,39.723011340227494,15.833170508385127,,,,67.00000000000006,67.08620689655172,67.90517241379312,70.07056451612904,,,0.0331061343719572,0.007358177070970751,-0.013252731922808625,0.0709058793843047,-0.09625212947189099,-0.09644453906748995,-0.15306326082618238
2004-03-15,-0.03204524033930256,-0.004844961240310197,-0.03816436431749015,-0.04841324994208951,-0.09054682311268547,-0.2093918398768284,,,,-0.03635937133474054,-0.04057920242891411,-0.07940109528411565,,,,0.0,0.0,0.0,,,,-0.0745663437711197,-0.0745663437711197,-0.18492063492063493,,,,-0.03511450381679404,-0.0436503317425212,-0.07726864330637906,,,,31.162248485936054,40.326350536876134,17.111935265664037,,,,67.00000000000006,67.00862068965515,67.6594827586207,69.71673387096774,,,-0.02492285782103021,-0.040186915887850394,-0.040186915887850394,-0.021671826625387136,-0.1154177433247201,-0.11063000649491228,-0.1876606683804628
2004-03-16,0.02555988315482005,-0.00730442978322321,0.013959085439229968,-0.05091236765037166,-0.041846713668410196,-0.14404713531084923,,,,-0.005136076509829057,-0.013406709209063283,-0.05115951719041423,,,,0.02555988315482005,0.02555988315482005,0.02555988315482005,,,,-0.04445452483556367,-0.05091236765037166,-0.16408730158730156,,,,-0.003665602459500872,-0.016228838295388237,-0.04769439421338151,,,,38.57270609018487,42.99615109125415,18.616501952132882,,,,67.00000000000006,66.99999999999997,67.58620689655173,69.6038306451613,,,-0.015654205607476546,-0.020460358056265893,0.03133414932680534,0.010311750599520275,-0.08113413304252992,-0.03371559633027521,-0.15350612818967246
2004-03-17,0.015903156895323844,0.04186952288218104,0.03682170542635643,-0.029258335223406817,0.011342155009451682,-0.1507936507936508,,,,0.014548579217162239,0.0015795939858416208,-0.030886255085795233,,,,0.04186952288218104,0.04186952288218104,0.04186952288218104,,,,-0.016091954022988575,-0.03581887812570406,-0.11332090325253796,,,,0.012179259784793617,-0.0016328434802892478,-0.027935498523733893,,,,50.18510679802612,43.9435383193454,21.955194135521452,,,,67.00000000000006,66.99999999999997,67.51724137931035,69.49344758064517,,,-0.0048825854452453354,0.0,0.06388267462092956,0.00093545369504211,-0.11018711018711025,-0.036253096149515884,-0.1370967741935485
