,dayVec1,dayVec2,dayVec4,dayVec8,dayVec16,dayVec32,dayVec64,dayVec128,dayVec256,movAvg8,movAvg16,movAvg32,movAvg64,movAvg128,movAvg256,movMin8,movMin16,movMin32,movMin64,movMin128,movMin256,movMax8,movMax16,movMax32,movMax64,movMax128,movMax256,movMed8,movMed16,movMed32,movMed64,movMed128,movMed256,movSTD8,movSTD16,movSTD32,movSTD64,movSTD128,movSTD256,AAPLtrends8,AAPLtrends16,AAPLtrends32,AAPLtrends64,AAPLtrends128,AAPLtrends256,Stockstrends8,Stockstrends16,Stockstrends32,Stockstrends64,Stockstrends128,Stockstrends256,Apple stocktrends8,Apple stocktrends16,Apple stocktrends32,Apple stocktrends64,Apple stocktrends128,Apple stocktrends256,dayVec1Forward,dayVec2Forward,dayVec4Forward,dayVec8Forward,dayVec16Forward,dayVec32Forward,dayVec64Forward
2004-01-29,0.006211180124223503,-0.018181818181818077,0.006211180124223503,0.0,0.025316455696202445,,,,,0.0007722007722008595,-0.013323182337266593,,,,,0.025316455696202445,0.025316455696202445,,,,,-0.018181818181818077,-0.06358381502890165,,,,,0.0,-0.003076923076922977,,,,,76.13661050475294,37.15286780744082,,,,,0.9066666666666663,0.8192771084337349,,,,,0.9831730769230766,0.9646226415094339,,,,,1.0,1.0,,,,,0.006211180124223503,0.018867924528301883,0.03846153846153855,-0.012195121951219412,0.025316455696202445,-0.11956521739130432,-0.11956521739130432
2004-01-30,-0.006172839506172867,0.0,-0.018292682926829174,-0.006172839506172867,0.0,,,,,-0.004636785162287271,-0.019413779977160095,,,,,0.018987341772152,0.018987341772152,,,,,-0.024242424242424176,-0.06936416184971095,,,,,-0.003095975232198178,-0.009230769230769154,,,,,74.89612784735621,36.917356277765265,,,,,0.9041095890410953,0.8148148148148148,,,,,0.9830917874396135,0.9644549763033177,,,,,1.0,1.0,,,,,0.012578616352201255,0.012578616352201255,0.006250000000000089,-0.05294117647058816,0.006250000000000089,-0.13903743315508021,-0.13440860215053763
2004-02-02,-0.012422360248447228,-0.01851851851851849,-0.036363636363636265,-0.01851851851851849,-0.0479041916167664,,,,,-0.01471727343144813,-0.028636884306987298,,,,,0.006329113924050667,0.006329113924050667,,,,,-0.036363636363636265,-0.08092485549132944,,,,,-0.012422360248447228,-0.01851851851851849,,,,,67.3549269592468,35.44913610310375,,,,,0.949948927477017,0.8522336769759451,0.7038123167155426,,,,0.9848441642111044,0.9660452419308886,0.9303332560117529,,,,1.0,1.0,1.0,,,,0.0,0.019230769230769162,-0.01851851851851849,-0.06470588235294106,-0.024539877300613355,-0.1311475409836066,-0.14973262032085566
2004-02-03,0.0,-0.012422360248447228,-0.012422360248447228,0.006329113924050667,-0.030487804878048697,,,,,-0.015479876160990336,-0.026778882938025883,,,,,0.0,0.006329113924050667,,,,,-0.036363636363636265,-0.08092485549132944,,,,,-0.012422360248447228,-0.01851851851851849,,,,,73.36544056213215,34.21758090650139,,,,,0.9958549222797923,0.8983407338163123,0.7414408332529656,,,,0.9864966639440776,0.9678577561310668,0.9320481758664668,,,,1.0,1.0,1.0,,,,0.019230769230769162,-0.006249999999999978,-0.01851851851851849,-0.030487804878048697,-0.036363636363636265,-0.14054054054054055,-0.16315789473684206
2004-02-04,-0.018867924528301883,-0.018867924528301883,-0.03703703703703709,-0.03105590062111807,-0.08235294117647052,,,,,-0.030303030303030054,-0.039999999999999813,,,,,0.0,0.0,,,,,-0.05454545454545445,-0.09826589595375723,,,,,-0.03105590062111807,-0.03703703703703709,,,,,52.79081919156241,33.65240934890697,,,,,1.0349504434011472,0.9429657794676806,0.7794146533097623,,,,0.9878794333794869,0.969549992160142,0.9337152003543511,,,,1.0,1.0,1.0,,,,-0.025000000000000022,-0.03703703703703709,-0.04878048780487798,-0.05454545454545445,-0.08771929824561397,-0.15675675675675682,-0.17894736842105252
2004-02-05,0.025641025641025772,0.0062893081761006275,-0.006211180124223614,-0.024390243902438935,-0.06976744186046502,,,,,-0.002338269680436156,-0.01081916537867067,,,,,0.025641025641025772,0.025641025641025772,,,,,-0.030303030303030165,-0.07514450867052014,,,,,-0.0031152647975076775,-0.009287925696594534,,,,,60.18072359777841,41.660347083329704,,,,,1.0661803022407499,0.985549132947977,0.8175824175824176,,,,0.9889879615968525,0.9711196262663375,0.935333343444608,,,,1.0,1.0,1.0,,,,-0.012345679012345734,-0.012345679012345734,-0.05882352941176461,-0.036144578313252906,-0.06976744186046502,-0.11602209944751374,-0.1578947368421052
2004-02-06,0.012499999999999956,0.03846153846153855,0.018867924528301883,-0.018181818181818077,-0.06358381502890165,,,,,0.0125000000000004,0.005820721769499437,,,,,0.03846153846153855,0.03846153846153855,,,,,0.0,-0.018181818181818077,,,,,0.009345794392523477,0.003095975232198178,,,,,79.9999999999992,70.53055734181963,,,,,1.0888429752066113,1.025541230844077,0.8557799654927435,,,,0.9898181428034977,0.9725643985515265,0.9369016215722168,,,,1.0,1.0,1.0,,,,0.0,-0.012195121951219412,-0.04705882352941171,0.012499999999999956,-0.04705882352941171,-0.10989010989010983,-0.13829787234042545
2004-02-09,0.0,0.012499999999999956,0.018867924528301883,0.006211180124223503,-0.006134969325153228,,,,,0.011709601873536757,0.006211180124223503,,,,,0.03846153846153855,0.03846153846153855,,,,,0.0,-0.018181818181818077,,,,,0.009345794392523477,0.003095975232198178,,,,,76.13661050475217,71.9364773603023,,,,,1.1044776119402981,1.1250613045610593,0.9687500000000002,,,,0.9906040268456376,0.9761279999999999,0.941297483002294,,,,1.0,1.0,1.0,,,,-0.012195121951219412,-0.04705882352941171,-0.012195121951219412,0.012499999999999956,-0.05263157894736836,-0.1562499999999999,-0.1649484536082474
2004-02-10,0.012345679012345512,0.012345679012345512,0.0512820512820511,0.012345679012345512,0.012345679012345512,,,,,0.022603273577552985,0.01784328937160584,,,,,0.0512820512820511,0.0512820512820511,,,,,0.0,-0.0060606060606061,,,,,0.02180685358255441,0.015479876160990447,,,,,66.05257460526028,69.24988164801255,,,,,1.1014492753623186,1.1501098364657065,1.0052266666666667,,,,0.9905787348586809,0.9770521639054678,0.9426565409037271,,,,1.0,1.0,1.0,,,,-0.03529411764705881,-0.03529411764705881,-0.0060606060606061,0.03797468354430378,-0.08888888888888902,-0.15025906735751293,-0.15897435897435896
2004-02-11,0.03658536585365857,0.04938271604938271,0.0625,0.05590062111801242,0.04938271604938271,,,,,0.05263157894736881,0.051817478731631894,,,,,0.08974358974358965,0.08974358974358965,,,,,0.0,0.0,,,,,0.05590062111801242,0.05263157894736836,,,,,39.3912318814768,51.7570524295987,,,,,1.0985915492957743,1.170660856935367,1.0407833853438073,,,,0.9905533063427799,0.977841284507163,0.9439608791812839,,,,1.0,1.0,1.0,,,,0.0,0.03658536585365857,0.024096385542168752,0.0625,-0.10994764397905754,-0.14572864321608037,-0.12371134020618557
2004-02-12,0.0,0.03658536585365857,0.04938271604938271,0.0691823899371069,0.04938271604938271,,,,,0.04374520337682308,0.04857363145720894,,,,,0.08974358974358965,0.08974358974358965,,,,,0.0,0.0,,,,,0.04938271604938271,0.05263157894736836,,,,,33.01214936611946,43.21429826836748,,,,,1.0958904109589038,1.186602870813397,1.0752221981357037,,,,0.9905277401894451,0.9784935804146049,0.9452095449835729,,,,1.0,1.0,1.0,,,,0.03658536585365857,0.030303030303030276,0.0625,0.042944785276073594,-0.08602150537634412,-0.14572864321608037,-0.11917098445595853
2004-02-13,-0.03529411764705881,-0.03529411764705881,0.012345679012345512,0.03144654088050314,0.03797468354430378,,,,,0.00305810397553552,0.009230769230769154,,,,,0.0512820512820511,0.0512820512820511,,,,,-0.03529411764705881,-0.03529411764705881,,,,,0.006134969325153339,0.012345679012345512,,,,,33.519486333212804,43.254339922111114,,,,,1.0933333333333328,1.1979264844486335,1.1083496838892524,,,,0.9905020352781546,0.9790073652675182,0.9464015933672432,,,,1.0,1.0,1.0,,,,-0.0060606060606061,-0.012048192771084376,0.02499999999999991,-0.0060606060606061,-0.15463917525773196,-0.15025906735751293,-0.13684210526315788
2004-02-17,0.0060975609756097615,-0.02941176470588236,0.0060975609756097615,0.05769230769230771,0.024844720496894235,,,,,0.002277904328018554,0.01382488479262678,,,,,0.031249999999999778,0.05769230769230771,,,,,-0.02941176470588236,-0.02941176470588236,,,,,0.0060975609756097615,0.01851851851851838,,,,,44.05655567233936,43.203476881587704,,,,,1.0843373493975899,1.2,1.2242211496270294,,,,0.9903978052126198,0.9796472184531886,0.9505850374806228,,,,1.0,1.0,1.0,,,,-0.0060240963855421326,0.031249999999999778,0.04430379746835422,-0.03508771929824561,-0.16666666666666674,-0.14948453608247425,-0.14507772020725396
2004-02-18,0.0060606060606061,0.012195121951219523,-0.02352941176470591,0.03749999999999987,0.012195121951219523,,,,,0.003779289493575533,0.019186492709132752,0.018990984078265605,,,,0.024691358024691246,0.0641025641025641,0.09210526315789469,,,,-0.02352941176470591,-0.02352941176470591,-0.040462427745664775,,,,0.00911854103343468,0.024691358024691246,0.024691358024691246,,,,51.54074149643,42.56870341582819,34.634623017473324,,,,1.0823529411764703,1.194805194805195,1.2482766166976695,,,,0.9903713892709763,0.9795918367346937,0.9514801601786158,,,,1.0,1.0,1.0,,,,0.03749999999999987,0.03749999999999987,0.03749999999999987,-0.03488372093023262,-0.14432989690721654,-0.15306122448979598,-0.12169312169312174
2004-02-19,-0.036144578313252906,-0.030303030303030165,-0.05882352941176461,-0.012345679012345734,-0.030303030303030165,0.05263157894736836,,,,-0.03103709311127878,-0.01576316801230293,-0.019344953074123872,,,,0.0,0.025641025641025772,0.025641025641025772,,,,-0.05882352941176461,-0.05882352941176461,-0.07514450867052014,,,,-0.027355623100303927,-0.012345679012345734,-0.012345679012345734,,,,44.41732943436533,40.78457315965673,36.63760754708906,,,,1.080459770114942,1.1898734177215193,1.2701318513675497,,,,0.9903448275862066,0.9795361527967257,0.9523132091314338,,,,1.0,1.0,1.0,,,,0.0,0.012658227848101333,-0.018404907975460016,-0.05882352941176461,-0.18781725888324863,-0.20792079207920788,-0.16230366492146586
2004-02-20,0.0,-0.036144578313252906,-0.024390243902438935,-0.012345679012345734,-0.006211180124223614,0.012658227848101333,,,,-0.02956785443517773,-0.015384615384615441,-0.019720467164465072,,,,0.0,0.025641025641025772,0.025641025641025772,,,,-0.05882352941176461,-0.05882352941176461,-0.07514450867052014,,,,-0.027355623100303927,-0.012345679012345734,-0.012345679012345734,,,,40.73631279340959,40.40393356054137,37.213211777698135,,,,1.078651685393258,1.1851851851851853,1.289707475622969,,,,0.990318118948824,0.9794801641586866,0.9530833185729086,,,,1.0,1.0,1.0,,,,0.012658227848101333,0.0,-0.030303030303030165,-0.0643274853801169,-0.15343915343915338,-0.1959798994974874,-0.17525773195876282
2004-02-23,-0.012499999999999956,-0.012499999999999956,-0.042424242424242364,-0.03658536585365846,-0.024691358024691357,0.0,,,,-0.03731911652703679,-0.026194144838212807,-0.03197396132490926,,,,0.0,0.012820512820512775,0.012820512820512775,,,,-0.07058823529411762,-0.07058823529411762,-0.08670520231213863,,,,-0.03951367781155013,-0.021671826625387136,-0.024691358024691357,,,,33.73036779155989,38.25541560499645,36.73554663047691,,,,1.0736842105263154,1.1724137931034486,1.3343179660301723,,,,0.9902370990237096,0.979310344827586,0.9550075796404623,,,,1.0,1.0,1.0,,,,-0.012499999999999956,-0.030674846625766805,-0.07602339181286544,-0.12222222222222223,-0.14130434782608692,-0.18974358974358974,-0.18974358974358974
2004-02-24,0.012658227848101333,0.0,-0.036144578313252906,-0.05882352941176461,-0.006211180124223614,-0.006211180124223614,,,,-0.017651573292401634,-0.013487475915221814,-0.01953274607430122,,,,0.012658227848101333,0.025641025641025772,0.025641025641025772,,,,-0.05882352941176461,-0.05882352941176461,-0.07514450867052014,,,,-0.012345679012345734,-0.006211180124223614,-0.012345679012345734,,,,38.496284311675794,38.47409799962,37.02455187383685,,,,1.072164948453608,1.168539325842697,1.3444537114261885,,,,0.9902097902097899,0.9792531120331949,0.9555175829079554,,,,1.0,1.0,1.0,,,,-0.018404907975460016,-0.030303030303030165,-0.06976744186046502,-0.16230366492146586,-0.14438502673796794,-0.18781725888324863,-0.21182266009852202
2004-02-25,0.018749999999999822,0.03164556962025311,0.018749999999999822,-0.04117647058823537,0.025157232704402288,-0.02395209580838331,,,,0.006172839506173311,0.003462870334743906,-0.0003832886163284144,,,,0.03164556962025311,0.04487179487179471,0.04487179487179471,,,,-0.01807228915662651,-0.04117647058823537,-0.05780346820809257,,,,0.009287925696594312,0.006172839506172645,0.006172839506172645,,,,55.62687920304132,40.09933049196089,38.27793608592772,,,,1.0707070707070703,1.164835164835165,1.3522633744855965,,,,0.990182328190743,0.9791955617198335,0.9559605577819762,,,,1.0,1.0,1.0,,,,-0.012121212121212088,-0.04678362573099415,-0.04117647058823537,-0.12365591397849474,-0.10928961748633892,-0.18500000000000005,-0.2009803921568628
2004-02-26,0.012269938650306678,0.031249999999999778,0.031249999999999778,0.0060975609756097615,0.037735849056603765,0.0060975609756097615,,,,0.01773323053199727,0.013435700575815446,0.011688062847288405,,,,0.04430379746835422,0.05769230769230771,0.05769230769230771,,,,-0.0060240963855421326,-0.02941176470588236,-0.046242774566474076,,,,0.021671826625387025,0.01538461538461533,0.01851851851851838,,,,54.05464482222161,41.281060754139254,38.654402223719494,,,,1.069306930693069,1.1612903225806455,1.3578018858359526,,,,0.990154711673699,0.9791376912378303,0.9563357407148749,,,,1.0,1.0,1.0,,,,-0.03508771929824561,-0.04069767441860472,-0.03508771929824561,-0.14948453608247425,-0.10810810810810823,-0.140625,-0.17910447761194026
2004-02-27,0.036363636363636376,0.04907975460122693,0.08227848101265822,0.036363636363636376,0.09615384615384603,0.00588235294117645,,,,0.04988488104374578,0.04427480916030513,0.04827586206896539,,,,0.08227848101265822,0.08227848101265822,0.09615384615384603,,,,0.0,0.0,-0.011560693641618491,,,,0.05882352941176472,0.04587155963302769,0.05555555555555536,,,,38.852979083176116,42.2023935507122,39.54190941307115,,,,1.0679611650485434,1.1578947368421053,1.3611416026344678,,,,0.9901269393511986,0.9790794979079498,0.9566423883090233,,,,1.0,1.0,1.0,,,,-0.005813953488372103,0.00588235294117645,-0.050000000000000044,-0.13636363636363635,-0.07567567567567579,-0.09999999999999998,-0.14500000000000002
2004-03-01,0.005847953216374213,0.042424242424242475,0.07499999999999996,0.03614457831325302,0.07499999999999996,0.0,,,,0.051184110007640005,0.045592705167173175,0.05440613026819907,,,,0.08860759493670889,0.08860759493670889,0.10256410256410242,,,,0.0,0.0,-0.005780346820809301,,,,0.06501547987616108,0.04878048780487809,0.061728395061728225,,,,31.350574906456785,38.810264290219386,39.77899660262128,,,,1.0642201834862384,1.1485148514851489,1.358904109589041,,,,0.9900426742532002,0.9789029535864979,0.9571440057891777,,,,1.0,1.0,1.0,,,,0.0117647058823529,0.005847953216374213,-0.09947643979057585,-0.11340206185567014,-0.04972375690607744,-0.17703349282296643,-0.14
2004-03-02,-0.011627906976744207,-0.005847953216374324,0.042944785276073594,0.0625,0.04938271604938271,-0.017341040462427793,,,,0.03108415466262371,0.030303030303030276,0.04274487253210624,,,,0.07594936708860756,0.07594936708860756,0.08974358974358965,,,,-0.011627906976744207,-0.011627906976744207,-0.011627906976744207,,,,0.03658536585365857,0.033434650455927084,0.04938271604938271,,,,29.827308664287745,37.01315561749604,41.28871126840258,,,,1.032691185055458,1.110657667556114,1.3118279569892473,,,,0.992513368983957,0.981491274457959,0.9598451862602811,,,,1.0,1.0,1.0,,,,-0.005847953216374324,-0.05555555555555558,-0.08602150537634412,-0.13705583756345174,-0.06593406593406603,-0.1826923076923077,-0.1787439613526569
2004-03-03,0.00588235294117645,-0.005813953488372103,0.036363636363636376,0.06874999999999987,0.05555555555555536,0.04907975460122693,,,,0.028571428571429136,0.032842582106455076,0.04727272727272691,,,,0.08227848101265822,0.08227848101265822,0.09615384615384603,,,,-0.005813953488372103,-0.005813953488372103,-0.005813953488372103,,,,0.020895522388059806,0.036363636363636376,0.05555555555555536,,,,30.109278905859618,35.91101232042156,39.14465758944844,,,,1.0063620589936377,1.0765661252900234,1.2664907651715038,,,,0.9946409431939974,0.9839194203922955,0.9624060150375944,,,,1.0,1.0,1.0,,,,-0.050000000000000044,-0.10471204188481675,-0.11855670103092786,-0.09523809523809523,-0.109375,-0.1534653465346535,-0.15763546798029549
2004-03-04,0.05263157894736836,0.05882352941176472,0.05263157894736836,0.139240506329114,0.09756097560975618,0.11111111111111116,,,,0.06508875739645026,0.0806754221388366,0.09860766736601145,,,,0.125,0.139240506329114,0.15384615384615374,,,,0.0,0.0,0.0,,,,0.055718475073313734,0.08761329305135956,0.11111111111111116,,,,27.876002656388827,29.811274488011872,33.78220282853867,,,,0.9847482014388489,1.0458435207823964,1.2227979274611398,1.2453825857519787,,,0.9964209019327125,0.9861849096705632,0.9648241206030155,0.9078014184397163,,,1.0,1.0,1.0,1.0,,,-0.05759162303664911,-0.032258064516129115,-0.09090909090909083,-0.021739130434782594,-0.06735751295336778,-0.09090909090909083,-0.12621359223300976
2004-03-05,0.061111111111111116,0.11695906432748537,0.11046511627906974,0.19374999999999987,0.12352941176470589,0.17901234567901225,,,,0.10484454085321815,0.13775130305286654,0.15933232169954437,,,,0.1717791411042946,0.2088607594936709,0.22435897435897423,,,,0.0,0.0,0.0,,,,0.11695906432748537,0.15407854984894276,0.17538461538461525,,,,20.452840717704674,21.617148482259218,26.116650674874062,,,,0.9675007190106414,1.0181598062953998,1.1822175364610787,1.2258916776750328,,,0.9978494623655909,0.9882854100106497,0.9671704012506517,0.9110320284697508,,,1.0,1.0,1.0,1.0,,,0.026881720430107503,-0.015463917525773252,-0.015463917525773252,0.021390374331550666,-0.04020100502512569,-0.03535353535353536,-0.10328638497652587
2004-03-08,-0.02617801047120405,0.03333333333333344,0.09411764705882364,0.14110429447852768,0.09411764705882364,0.14814814814814814,,,,0.058321479374111584,0.10140636565507033,0.12386706948640458,,,,0.12727272727272743,0.17721518987341778,0.1923076923076923,,,,-0.02617801047120405,-0.02617801047120405,-0.02617801047120405,,,,0.08454810495626841,0.12386706948640502,0.13761467889908285,,,,19.730749507803278,18.40766843036788,22.368081003282402,,,,0.94017094017094,0.9508196721311477,1.0762483130904186,1.1671087533156497,,,0.9999999999999996,0.993576017130621,0.9737670514165794,0.9204360937137556,,,1.0,1.0,1.0,1.0,,,-0.04123711340206182,-0.06060606060606055,-0.055837563451776595,0.016393442622950838,-0.0653266331658291,-0.06060606060606055,-0.1428571428571428
2004-03-09,0.043010752688172005,0.015706806282722585,0.13450292397660824,0.17575757575757578,0.18292682926829262,0.22784810126582267,,,,0.08153310104529687,0.1361639824304537,0.16429107276819166,,,,0.14117647058823524,0.22784810126582267,0.2435897435897436,,,,0.0,0.0,0.0,,,,0.10227272727272729,0.15476190476190488,0.18292682926829262,,,,18.743200621445023,16.107291107016746,19.86679243880293,,,,0.9391304347826084,0.932975871313673,1.0453938584779707,1.1474103585657367,,,0.9999999999999996,0.9949964260185847,0.9758149316508941,0.9234707730499204,,,1.0,1.0,1.0,1.0,,,-0.02020202020202022,0.0,0.02645502645502651,0.048648648648648596,0.005181347150259086,-0.02020202020202022,-0.10185185185185197
